,bias,cells,cellswithmotif,cellswithmotif_sd,cellswithmotif_se,elong,maxstrandlen,motif,motiffreq,motiffreq_sd,motiffreq_se,nonemptystrands,nonemptystrands_sd,nonemptystrands_se,nr_samples,rounds,sampler_start,strands,trials
197,"[0.65, 0.35]",100,"['0.54363600000000001', '0.014746931884293754']","['0.014661770152338301', '0.014746931884293754']","['0.0020734874197833866', '0.0020855311074160447']",0.025,7,"['00001', '11110']","['0.01967156027216975', '0.019631933169229919']","['0.00086343107622902592', '0.00084541740699627371']","['0.0001221075938177486', '0.00011956007628404249']",['0.7140997200000001'],['0.0013125667074857746'],['0.00018562496392457816'],50,15000,1000,100,50
198,"[0.65, 0.35]",100,"['0.22039599999999995', '0.0071969148945919869']","['0.0086805981360733326', '0.0071969148945919869']","['0.0012276219613545517', '0.0010177974651176922']",0.0125,7,"['00001', '11110']","['0.0057661839695729586', '0.0056205531928993522']","['0.00025651822200802152', '0.00029058227745215067']","['3.6277154855957659e-05', '4.1094539775809305e-05']",['0.55596668000000005'],['0.0016800719798865408'],['0.00023759805797185637'],50,15000,1000,100,50
199,"[0.75, 0.25]",100,"['0.68835999999999997', '0.12871021597371363']","['0.13270008892235147', '0.12871021597371363']","['0.018766626548210513', '0.0182023733045996']",0.1,7,"['00001', '11110']","['0.076182658198268097', '0.076517014698741365']","['0.030190854215578513', '0.029580470343643941']","['0.0042696315491300065', '0.0041833102341356388']",['0.90927296000000002'],['0.00060919674851398528'],['8.6153430390206953e-05'],50,15000,1000,100,50
200,"[0.75, 0.25]",100,"['0.77978799999999981', '0.18222341807791886']","['0.17853202921604852', '0.18222341807791886']","['0.025248241703532546', '0.025770282922777547']",0.2,7,"['00001', '11110']","['0.10983459498090592', '0.082493206399915309']","['0.060347577280402957', '0.060577114326759558']","['0.0085344362246304317', '0.0085668976650328885']",['0.95238231999999978'],['0.00032115326185481265'],['4.5417929851543401e-05'],50,15000,1000,100,50
201,"[0.75, 0.25]",100,"['0.632552', '0.071604963515108352']","['0.069484312589245631', '0.071604963515108352']","['0.009826565723588275', '0.010126471053629687']",0.05,7,"['00001', '11110']","['0.049250504104762512', '0.048817898660571964']","['0.0085538666345370152', '0.0090787288328997798']","['0.0012096994205292948', '0.0012839261444594528']",['0.83337547999999984'],['0.00075948127666196829'],['0.00010740687218237883'],50,15000,1000,100,50
202,"[0.75, 0.25]",100,"['0.49201600000000006', '0.025442654264050336']","['0.026349947703932911', '0.025442654264050336']","['0.0037264453410723718', '0.0035981346722989641']",0.025,7,"['00001', '11110']","['0.021300047897939361', '0.021965415758244428']","['0.0018197790886624087', '0.0017443404906383321']","['0.00025735562677093292', '0.00024668699792572678']",['0.71421495999999995'],['0.0013062012243142294'],['0.00018472474866135246'],50,15000,1000,100,50
203,"[0.75, 0.25]",100,"['0.21805600000000003', '0.0094452603987396702']","['0.0087805275467935165', '0.0094452603987396702']","['0.0012417541141465952', '0.0013357615356043148']",0.0125,7,"['00001', '11110']","['0.0060336465815288955', '0.0059973081566967968']","['0.00029764094827494549', '0.00029459094917698469']","['4.2092786576801674e-05', '4.1661451567845487e-05']",['0.55564380000000013'],['0.0016815644263601646'],['0.00023780912177626785'],50,15000,1000,100,50
204,"[0.85, 0.15]",100,"['0.573376', '0.28081840398378449']","['0.28417948311586461', '0.28081840398378449']","['0.040189047917063167', '0.03971371954778348']",0.1,7,"['00001', '11110']","['0.077686037682174941', '0.067843598741680472']","['0.044757232586744078', '0.044284170200582673']","['0.0063296285338460519', '0.0062627274096102477']",['0.90913660000000041'],['0.00054525579318334553'],['7.7110813768238665e-05'],50,15000,1000,100,50
205,"[0.85, 0.15]",100,"['0.50873600000000008', '0.35525077420886786']","['0.35548562489079638', '0.35525077420886786']","['0.05027325919492389', '0.050240046292972303']",0.2,7,"['00001', '11110']","['0.084200426406144974', '0.099036256172279125']","['0.071168791634974027', '0.071684872665857352']","['0.010064787034788514', '0.010137771914104383']",['0.95235103999999993'],['0.00034859035901757779'],['4.9298121343516481e-05'],50,15000,1000,100,50
206,"[0.85, 0.15]",100,"['0.50142399999999998', '0.17743674280148408']","['0.17537387098424895', '0.17743674280148408']","['0.024801610683179428', '0.025093344813316543']",0.05,7,"['00001', '11110']","['0.044600136623872938', '0.049279015977685373']","['0.018259074225696965', '0.01783184409388746']","['0.0025822230406357667', '0.0025218035759698217']",['0.83322439999999998'],['0.00085349952548314709'],['0.00012070306044172676'],50,15000,1000,100,50
207,"[0.85, 0.15]",100,"['0.4591960000000001', '0.046860985905121534']","['0.04555596979540661', '0.046860985905121534']","['0.00644258703317231', '0.0066271441813197315']",0.025,7,"['00001', '11110']","['0.021093500555979045', '0.021200925895600412']","['0.0023987062047994591', '0.0024337722556281665']","['0.00033922828469758898', '0.00034418737316367122']",['0.71451392000000002'],['0.0010569845380136937'],['0.00014948018688776257'],50,15000,1000,100,50
208,"[0.85, 0.15]",100,"['0.22220400000000004', '0.011941896666777859']","['0.0095107930268721608', '0.011941896666777859']","['0.001345029248752607', '0.0016888392226615304']",0.0125,7,"['00001', '11110']","['0.0059624338925447183', '0.0059057506918015765']","['0.00033820197698230327', '0.00037713496973326911']","['4.7828982266976657e-05', '5.333493890419559e-05']",['0.55528643999999994'],['0.0015889732176471659'],['0.00022471474746442379'],50,15000,1000,100,50
209,"[0.95, 0.05]",100,"['0.53281600000000007', '0.27504520646613706']","['0.26909534322243484', '0.27504520646613706']","['0.038055828395661025', '0.03889726612501191']",0.1,7,"['00001', '11110']","['0.039985103994220152', '0.036432342843799884']","['0.021147745404726713', '0.021158210993041014']","['0.0029907428364977814', '0.0029922228941910113']",['0.90928335999999987'],['0.00048229525230923605'],['6.8206848688387542e-05'],50,15000,1000,100,50
210,"[0.95, 0.05]",100,"['0.51926400000000017', '0.31018333543889814']","['0.31205326837576941', '0.31018333543889814']","['0.044130996431986431', '0.043866547979981282']",0.2,7,"['00001', '11110']","['0.049079170162442592', '0.047135440308075927']","['0.029262803476458609', '0.030199620220973368']","['0.0041383853549466316', '0.0042708712495017299']",['0.95245400000000013'],['0.00030858697315341735'],['4.3640788260522497e-05'],50,15000,1000,100,50
211,"[0.95, 0.05]",100,"['0.47183199999999992', '0.15688185618483741']","['0.15433273851001283', '0.15688185618483741']","['0.021825945191904058', '0.022186444870686248']",0.05,7,"['00001', '11110']","['0.0241414252374848', '0.027326890901607639']","['0.0086278254666042262', '0.0086307042212181283']","['0.0012201587788659674', '0.0012205658962477397']",['0.83324563999999979'],['0.00084736728187957298'],['0.00011983583023453175'],50,15000,1000,100,50
212,"[0.95, 0.05]",100,"['0.44667999999999991', '0.04964451808608885']","['0.047679077172277567', '0.04964451808608885']","['0.006742839757846837', '0.0070207950774823259']",0.025,7,"['00001', '11110']","['0.013644838962020865', '0.013497745220923665']","['0.0016451154312623921', '0.0016158526000043729']","['0.00023265445545605378', '0.00022851606617220119']",['0.71410152000000016'],['0.0013927903825055878'],['0.0001969703048482213'],50,15000,1000,100,50
213,"[0.95, 0.05]",100,"['0.22350400000000001', '0.012488933341162477']","['0.011826495000633109', '0.012488933341162477']","['0.0016725189625232948', '0.0017662018910645507']",0.0125,7,"['00001', '11110']","['0.0050838484004591435', '0.0052483943909859675']","['0.00031799680109641872', '0.00032462357330861853']","['4.4971538890181482e-05', '4.5908706003906495e-05']",['0.5557548000000001'],['0.0016969988096636776'],['0.00023999187319573712'],50,15000,1000,100,50
214,"[1.0, 0.0]",100,"['0.51900400000000002', '0.038404315590829095']","['0.0407600096172707', '0.038404315590829095']","['0.0057643358403202012', '0.005431190396220701']",0.1,7,"['00001', '11110']","['0.0076148364671514346', '0.0077802743168269121']","['0.0005596996506732839', '0.00061078474443305465']","['7.9153483683764162e-05', '8.6378006926781067e-05']",['0.90913572000000031'],['0.00052264313025233229'],['7.3912900308397637e-05'],50,15000,1000,100,50
215,"[1.0, 0.0]",100,"['0.58138800000000013', '0.01512767001226558']","['0.017022780501433975', '0.01512767001226558']","['0.0024073847054428203', '0.0021393756098450748']",0.2,7,"['00001', '11110']","['0.010099744982020351', '0.010053443255539331']","['0.00025735449702416266', '0.00032498082809501139']","['3.6395422002927713e-05', '4.5959229460320446e-05']",['0.9524620399999999'],['0.00027650634423099818'],['3.9103902209368122e-05'],50,15000,1000,100,50
216,"[1.0, 0.0]",100,"['0.5108919999999999', '0.11081277478702535']","['0.11609589284724932', '0.11081277478702535']","['0.016418438620039357', '0.015671292898800659']",0.05,7,"['00001', '11110']","['0.00706775170710627', '0.0065662923398947352']","['0.0014345749912709771', '0.0014368321558625968']","['0.00020287954088966801', '0.00020319875216746571']",['0.83331231999999988'],['0.00095457268848424921'],['0.00013499696423253729'],50,15000,1000,100,50
217,"[1.0, 0.0]",100,"['0.422624', '0.055637070375784546']","['0.054509135234380647', '0.055637070375784546']","['0.007708755832169025', '0.0078682699496140859']",0.025,7,"['00001', '11110']","['0.0066645760877187118', '0.0068344780219889087']","['0.00081379911825304346', '0.00075709087627691689']","['0.00011508857500807202', '0.00010706881851797467']",['0.71418148000000015'],['0.00136272208817497'],['0.00019271800588424273'],50,15000,1000,100,50
218,"[1.0, 0.0]",100,"['0.22379199999999991', '0.013596964955459716']","['0.012769836960588012', '0.013596964955459716']","['0.0018059276618956788', '0.0019229012247122816']",0.0125,7,"['00001', '11110']","['0.0043370573649357431', '0.00430602481128344']","['0.00024814821581105323', '0.00026742198085837179']","['3.5093457227867714e-05', '3.7819179220658759e-05']",['0.55553027999999993'],['0.0018780603189461097'],['0.00026559783740083288'],50,15000,1000,100,50
219,"[0.6, 0.4]",100,"['0.96964400000000017', '0.0027318594400151958']","['0.0034312190253610979', '0.0027318594400151958']","['0.00048524764811382575', '0.00038634326705664588']",0.1,7,"['01111', '10000']","['0.060365516633086654', '0.060378447265572184']","['0.00034612126189416598', '0.00040743777564379157']","['4.8948938279641943e-05', '5.7620402813857628e-05']",['0.90902919999999965'],['0.00056167577836327995'],['7.9432950341781514e-05'],50,15000,1000,100,50
220,"[0.6, 0.4]",100,"['0.99238800000000038', '0.0011361971659884082']","['0.0014872309840774812', '0.0011361971659884082']","['0.00021032622280638583', '0.00016068254416706814']",0.2,7,"['01111', '10000']","['0.07596535729051776', '0.075958103024132292']","['0.00039285467464552731', '0.00036922419872570226']","['5.5558040892537436e-05', '5.2216186939422698e-05']",['0.95237343999999979'],['0.00027451048504561977'],['3.8821645096513215e-05'],50,15000,1000,100,50
221,"[0.6, 0.4]",100,"['0.61332400000000009', '0.0073799035224046379']","['0.0081532216945205249', '0.0073799035224046379']","['0.0011530396697425475', '0.0010436759650389615']",0.025,7,"['01111', '10000']","['0.018639003020351982', '0.018700971248093924']","['0.00035337820348066732', '0.00035714636786098877']","['4.9975224800939896e-05', '5.0508123718130079e-05']",['0.71425216000000002'],['0.0012409483367167207'],['0.00017549659679891205'],50,15000,1000,100,50
222,"[0.6, 0.4]",100,"['0.23557199999999995', '0.0060941887072850018']","['0.0089025847931934916', '0.0060941887072850018']","['0.0012590156154710711', '0.00086184843215034092']",0.0125,7,"['01111', '10000']","['0.0056965274459115246', '0.0056808911783020966']","['0.00020725157730010281', '0.00019063253185347967']","['2.9309799144102126e-05', '2.69595111976712e-05']",['0.55538383999999985'],['0.0013697283140827552'],['0.00019370883585422669'],50,15000,1000,100,50
223,"[0.7, 0.3]",100,"['0.97456799999999955', '0.0022592919244754247']","['0.0022836321945532739', '0.0022592919244754247']","['0.00032295436210090744', '0.00031951212809531559']",0.1,7,"['01111', '10000']","['0.062564924065192956', '0.062536186261275606']","['0.00030248756574101257', '0.00024523472067022547']","['4.2778201792016313e-05', '3.4681426793661043e-05']",['0.90916747999999981'],['0.00050905855223147241'],['7.1991750860776085e-05'],50,15000,1000,100,50
224,"[0.7, 0.3]",100,"['0.99380000000000013', '0.00092976556184880819']","['0.001159310139695189', '0.00092976556184880819']","['0.00016395121225535835', '0.00013148870673940251']",0.2,7,"['01111', '10000']","['0.078206243532365424', '0.078275566783937725']","['0.0003698736116279744', '0.00037648146765711737']","['5.2308027792820028e-05', '5.3242519754282307e-05']",['0.95241756'],['0.00028305965166375529'],['4.0030679834348675e-05'],50,15000,1000,100,50
225,"[0.7, 0.3]",100,"['0.64029199999999986', '0.0084422139276377362']","['0.0084631162109473704', '0.0084422139276377362']","['0.001196865372546137', '0.0011939093432920321']",0.025,7,"['01111', '10000']","['0.019567075499370895', '0.019631527513955548']","['0.00033191436183933692', '0.00035058281864742041']","['4.693977920596011e-05', '4.9579897686616916e-05']",['0.71425848000000003'],['0.00133699002599122'],['0.00018907894275143402'],50,15000,1000,100,50
226,"[0.7, 0.3]",100,"['0.24814400000000003', '0.0073987339457504244']","['0.0069932584679818525', '0.0073987339457504244']","['0.00098899609706004274', '0.0010463389890470454']",0.0125,7,"['01111', '10000']","['0.0059378762670255049', '0.0059331733186889224']","['0.00021070496120189407', '0.00018537753408961113']","['2.9798181379101539e-05', '2.6216342286880881e-05']",['0.55570323999999993'],['0.001806093946172244'],['0.00025542025535967299'],50,15000,1000,100,50
227,"[0.8, 0.2]",100,"['0.9765999999999998', '0.001911317869952522']","['0.0021518364250100509', '0.001911317869952522']","['0.00030431562562576494', '0.0002703011653692912']",0.1,7,"['01111', '10000']","['0.062965048789367456', '0.062909655975178266']","['0.00029608063874242028', '0.00039239085193053719']","['4.1872125486561959e-05', '5.5492446455129861e-05']",['0.90905979999999997'],['0.00047529111079422761'],['6.7216313496056996e-05'],50,15000,1000,100,50
228,"[0.8, 0.2]",100,"['0.99401200000000001', '0.00092748261439235436']","['0.0010993889211739596', '0.00092748261439235436']","['0.00015547707226469391', '0.0001311658492138923']",0.2,7,"['01111', '10000']","['0.077299366363563549', '0.077300333341525931']","['0.00031318444576461515', '0.00037683760107538335']","['4.4290969072461976e-05', '5.3292884625294916e-05']",['0.95236220000000016'],['0.0003317146363970171'],['4.6911533763032144e-05'],50,15000,1000,100,50
229,"[0.8, 0.2]",100,"['0.65737599999999985', '0.0094468754622890911']","['0.0081072451547982687', '0.0094468754622890911']","['0.0011465376051399273', '0.0013359899400818833']",0.025,7,"['01111', '10000']","['0.020325172272997193', '0.020366265071967635']","['0.0003399427865853603', '0.00032738583788051727']","['4.8075169921991919e-05', '4.6299349205950687e-05']",['0.71379464000000004'],['0.0011282589376557144'],['0.00015955990915013715'],50,15000,1000,100,50
230,"[0.8, 0.2]",100,"['0.26013999999999998', '0.0081619889732833899']","['0.008973048534361084', '0.0081619889732833899']","['0.0012689806933125468', '0.0011542795501957024']",0.0125,7,"['01111', '10000']","['0.0062108163286442118', '0.0062028307308750977']","['0.0001869744341390751', '0.00022968786587363086']","['2.6442178057651504e-05', '3.2482769503102112e-05']",['0.55568728000000012'],['0.0017140554838160934'],['0.00024240405118726964'],50,15000,1000,100,50
231,"[0.9, 0.1]",100,"['0.97627999999999981', '0.0022544569190826851']","['0.0020289898964756317', '0.0022544569190826851']","['0.00028694250295138203', '0.00031882835507525967']",0.1,7,"['01111', '10000']","['0.060515343429407738', '0.06058051266433799']","['0.00037822584917556146', '0.00041214434138306687']","['5.3489212554415972e-05', '5.8286011723925999e-05']",['0.90911991999999997'],['0.00057417919990192625'],['8.1201201173383654e-05'],50,15000,1000,100,50
232,"[0.9, 0.1]",100,"['0.99259999999999959', '0.001202457483655888']","['0.0013218169313487021', '0.001202457483655888']","['0.00018693314312877207', '0.00017005316815631811']",0.2,7,"['01111', '10000']","['0.071277596721416051', '0.07123038912516208']","['0.00034879016610044153', '0.00032550275716546393']","['4.9326378332160896e-05', '4.6033041377323522e-05']",['0.95233683999999996'],['0.00031417882551189509'],['4.4431595604937219e-05'],50,15000,1000,100,50
233,"[0.9, 0.1]",100,"['0.66939199999999999', '0.0075934708796439087']","['0.0077787361441303349', '0.0075934708796439087']","['0.0011000794153150915', '0.0010738789503477572']",0.025,7,"['01111', '10000']","['0.020832914057858254', '0.020874262755214458']","['0.00032140141518191366', '0.00034151516530484335']","['4.5453024031616825e-05', '4.8297537853019896e-05']",['0.71441139999999992'],['0.0011056945147734029'],['0.00015636881786340847'],50,15000,1000,100,50
234,"[0.9, 0.1]",100,"['0.26988799999999996', '0.008375744981791158']","['0.0078222411110882954', '0.008375744981791158']","['0.0011062319467453456', '0.0011845092148227447']",0.0125,7,"['01111', '10000']","['0.0064765840013572403', '0.0064612045006207418']","['0.00020512446014023052', '0.00020079538370469229']","['2.9008979350477333e-05', '2.839675548970854e-05']",['0.55557796000000015'],['0.0015562172336791346'],['0.00022008235178677722'],50,15000,1000,100,50
235,"[0.55, 0.45]",100,"['0.96470399999999956', '0.0023178645344368279']","['0.0025728552232878767', '0.0023178645344368279']","['0.00036385667507961728', '0.00032779554603441617']",0.1,7,"['01111', '10000']","['0.058993733324184915', '0.059042653570170606']","['0.00037059871925012732', '0.00046112873871344566']","['5.2410573496162907e-05', '6.5213451628855408e-05']",['0.90912140000000008'],['0.00055609269011553731'],['7.8643382429793154e-05'],50,15000,1000,100,50
236,"[0.55, 0.45]",100,"['0.99090400000000001', '0.001746424919657307']","['0.0015300928076427782', '0.001746424919657307']","['0.0002163878000257944', '0.00024698178070457061']",0.2,7,"['01111', '10000']","['0.074376390616567103', '0.074481752463861531']","['0.00039552736289738977', '0.00030984130554320206']","['5.5936016089915351e-05', '4.3818177648258239e-05']",['0.95235280000000044'],['0.00030336908214254282'],['4.2902867037066157e-05'],50,15000,1000,100,50
237,"[0.55, 0.45]",100,"['0.59866799999999987', '0.009626653831939759']","['0.0064240311331748663', '0.009626653831939759']","['0.00090849519536428979', '0.0013614144409400133']",0.025,7,"['01111', '10000']","['0.018350944283425527', '0.018333007996371983']","['0.0003155999782017941', '0.00027795606994294666']","['4.4632576945763038e-05', '3.9308924385723976e-05']",['0.71426652000000024'],['0.0013913523096613875'],['0.00019676693063622644'],50,15000,1000,100,50
238,"[0.55, 0.45]",100,"['0.228764', '0.0076293160899257566']","['0.007539834480941858', '0.0076293160899257566']","['0.001066293618099628', '0.0010789482286004276']",0.0125,7,"['01111', '10000']","['0.0055818780338065654', '0.00560387369679509']","['0.00020839026153735482', '0.0002280959977661346']","['2.9470833413260351e-05', '3.2257645356389076e-05']",['0.55565299999999995'],['0.0016923283014828895'],['0.00023933136359449264'],50,15000,1000,100,50
239,"[0.65, 0.35]",100,"['0.97249199999999969', '0.0021879085904122808']","['0.0023539617668942594', '0.0021879085904122808']","['0.00033290046560495955', '0.00030941700017936486']",0.1,7,"['01111', '10000']","['0.061647052825238566', '0.06161490916212134']","['0.00036960600831923411', '0.00034508136144708582']","['5.2270182969964388e-05', '4.8801874148064083e-05']",['0.90911991999999986'],['0.00055383260431295816'],['7.8323758030379733e-05'],50,15000,1000,100,50
240,"[0.65, 0.35]",100,"['0.99317599999999995', '0.0012678738107556584']","['0.0010648117204464012', '0.0012678738107556584']","['0.00015058711764291292', '0.00017930443385483111']",0.2,7,"['01111', '10000']","['0.07753084740710274', '0.077366416084310552']","['0.00039736317030517038', '0.00032521668374598943']","['5.6195638463314186e-05', '4.5992584486357991e-05']",['0.95239827999999993'],['0.00030833151249912009'],['4.3604660668326509e-05'],50,15000,1000,100,50
241,"[0.65, 0.35]",100,"['0.62722800000000012', '0.007976966842102336']","['0.0081633336327752749', '0.007976966842102336']","['0.001154469713764722', '0.0011281134694701603']",0.025,7,"['01111', '10000']","['0.019126178798581573', '0.019169085763937149']","['0.0003215574267954933', '0.00036062122447172971']","['4.5475087405598033e-05', '5.0999542652751243e-05']",['0.71434967999999988'],['0.0013697943413520312'],['0.00019371817352019634'],50,15000,1000,100,50
242,"[0.65, 0.35]",100,"['0.24220000000000003', '0.0072917531499633193']","['0.0073151896762831629', '0.0072917531499633193']","['0.0010345240451531299', '0.0010312096198154862']",0.0125,7,"['01111', '10000']","['0.0057919120830279437', '0.0057725094426877652']","['0.0002042582045332683', '0.00018634182490384897']","['2.8886472307692564e-05', '2.6352713601637577e-05']",['0.55532271999999994'],['0.0015188890023961547'],['0.00021480334269279825'],50,15000,1000,100,50
243,"[0.75, 0.25]",100,"['0.97573999999999994', '0.0018840339699697389']","['0.0022293496809607581', '0.0018840339699697389']","['0.00031527765540868363', '0.00026644263923028289']",0.1,7,"['01111', '10000']","['0.063079009095685243', '0.06303981411002689']","['0.00044721969124098909', '0.00030827609261999779']","['6.3246415271331479e-05', '4.3596823113858527e-05']",['0.90904004000000016'],['0.00054832829436388846'],['7.7545331052231774e-05'],50,15000,1000,100,50
244,"[0.75, 0.25]",100,"['0.99404800000000026', '0.0010423358383937389']","['0.0011943600797079928', '0.0010423358383937389']","['0.00016890802230800541', '0.0001474085479203956']",0.2,7,"['01111', '10000']","['0.078341802023380827', '0.078286145850270078']","['0.00041532132217431551', '0.00030446270734986258']","['5.8735304656164262e-05', '4.3057528997100625e-05']",['0.95238203999999982'],['0.00030905675595270906'],['4.3707225581135294e-05'],50,15000,1000,100,50
245,"[0.75, 0.25]",100,"['0.64907599999999999', '0.0075545546526582423']","['0.0071995433188501564', '0.0075545546526582423']","['0.0010181691804410494', '0.0010683753647478052']",0.025,7,"['01111', '10000']","['0.020026496824742383', '0.020074995066868214']","['0.00032416829096778508', '0.00031132359075794366']","['4.5844319357794933e-05', '4.4027804433657508e-05']",['0.71443539999999983'],['0.0011445773543103069'],['0.00016186768176507514'],50,15000,1000,100,50
246,"[0.75, 0.25]",100,"['0.25368400000000002', '0.0064297508505384484']","['0.0078186535925311301', '0.0064297508505384484']","['0.0011057245950054646', '0.00090930408555114169']",0.0125,7,"['01111', '10000']","['0.0060949113264729959', '0.006053052235099483']","['0.00020281250526106486', '0.00022502538654066822']","['2.8682019555906262e-05', '3.182339535240611e-05']",['0.5555386000000001'],['0.0016026119305683553'],['0.00022664355274306969'],50,15000,1000,100,50
247,"[0.85, 0.15]",100,"['0.97686399999999995', '0.0023923912723465405']","['0.0023884522184879214', '0.0023923912723465405']","['0.00033777815204657255', '0.00033833521838555025']",0.1,7,"['01111', '10000']","['0.062226502052462197', '0.062149905416358467']","['0.00038975809650290032', '0.0003228368276518126']","['5.5120118611912319e-05', '4.5656022009869877e-05']",['0.90912064000000004'],['0.00060570308765927467'],['8.5659352133900585e-05'],50,15000,1000,100,50
248,"[0.85, 0.15]",100,"['0.99358000000000002', '0.001062261737991183']","['0.0010065783625729677', '0.001062261737991183']","['0.00014235167719419935', '0.00015022649566571463']",0.2,7,"['01111', '10000']","['0.075153208116108747', '0.075019001453057191']","['0.00044432171355229848', '0.00038942129113035364']","['6.2836579336251395e-05', '5.5072487139338759e-05']",['0.95238983999999993'],['0.00034025962793138656'],['4.8119978054859004e-05'],50,15000,1000,100,50
249,"[0.85, 0.15]",100,"['0.66414399999999996', '0.0075230589523145319']","['0.0074689801177938997', '0.0075230589523145319']","['0.0010562732979679129', '0.0010639212000895539']",0.025,7,"['01111', '10000']","['0.020613736302493017', '0.020647901962686479']","['0.00036955931687736581', '0.00034842645412057186']","['5.2263579802930694e-05', '4.9274941690687969e-05']",['0.71417731999999989'],['0.0012714816308543686'],['0.00017981465666625093'],50,15000,1000,100,50
250,"[0.85, 0.15]",100,"['0.26442399999999999', '0.0075187498960930972']","['0.0081920585935404567', '0.0075187498960930972']","['0.0011585320366739975', '0.0010633118075146157']",0.0125,7,"['01111', '10000']","['0.0063689139574795266', '0.0063649509232557152']","['0.00016645603880781243', '0.00021472864806511825']","['2.3540438762091057e-05', '3.0367216632372948e-05']",['0.55590559999999989'],['0.0017920051339211896'],['0.00025342779642335605'],50,15000,1000,100,50
251,"[0.95, 0.05]",100,"['0.97170800000000013', '0.0023122249025559305']","['0.0022575065891376378', '0.0023122249025559305']","['0.00031925964355050739', '0.00032699798164514049']",0.1,7,"['01111', '10000']","['0.057350923948880944', '0.057227426773287557']","['0.00044869092459559503', '0.0004011830088504153']","['6.3454479087681425e-05', '5.6735845210990272e-05']",['0.90909644000000034'],['0.00044208746464925258'],['6.2520608826210913e-05'],50,15000,1000,100,50
252,"[0.95, 0.05]",100,"['0.98935600000000024', '0.0016028025455432843']","['0.0012278696999274985', '0.0016028025455432843']","['0.00017364699824644507', '0.0002266705097713433']",0.2,7,"['01111', '10000']","['0.063885694088130648', '0.063942308266130704']","['0.00045459321560801483', '0.0003663225284117025']","['6.4289189087565112e-05', '5.1805828788263309e-05']",['0.95232671999999963'],['0.00031231823769994112'],['4.4168468753172083e-05'],50,15000,1000,100,50
253,"[0.95, 0.05]",100,"['0.67469999999999997', '0.0077812739316900957']","['0.0070407101914508954', '0.0077812739316900957']","['0.00099570678414883274', '0.0011004383126736348']",0.025,7,"['01111', '10000']","['0.020859216743487168', '0.020932152224251863']","['0.00026954939135037014', '0.00036130039377103309']","['3.8120040497710648e-05', '5.1095591696173467e-05']",['0.71418480000000006'],['0.0012358241946167125'],['0.0001747719336735762'],50,15000,1000,100,50
254,"[0.95, 0.05]",100,"['0.27626800000000001', '0.0078300794376557938']","['0.0081337430497895463', '0.0078300794376557938']","['0.0011502849733870276', '0.001107340453519152']",0.0125,7,"['01111', '10000']","['0.0066178879931905318', '0.0066315526171349271']","['0.00024041279354251215', '0.00022596450203958438']","['3.3999503319582353e-05', '3.1956206339926309e-05']",['0.55544963999999997'],['0.0018470911050622516'],['0.00026121812917177437'],50,15000,1000,100,50
255,"[1.0, 0.0]",100,"['0.89089999999999991', '0.0063143823134175093']","['0.0057451544800814604', '0.0063143823134175093']","['0.00081248753836597482', '0.00089298851056438412']",0.1,7,"['01111', '10000']","['0.04500751149128112', '0.04497938733557471']","['0.00064759383343890905', '0.00066119561542327349']","['9.1583598215848826e-05', '9.3507180671321854e-05']",['0.90906300000000007'],['0.00048893439232684647'],['6.9145764873927395e-05'],50,15000,1000,100,50
256,"[1.0, 0.0]",100,"['0.86221999999999999', '0.0070158232588912869']","['0.0067022682727566505', '0.0070158232588912869']","['0.00094784386899953528', '0.0009921872403936664']",0.2,7,"['01111', '10000']","['0.040710253372308228', '0.040693429563430923']","['0.00048298292594447465', '0.000528717127805261']","['6.8304100426531622e-05', '7.4771893280114909e-05']",['0.95237956000000012'],['0.00033687820707190436'],['4.7641772930901906e-05'],50,15000,1000,100,50
257,"[1.0, 0.0]",100,"['0.67034000000000016', '0.0066453761368338027']","['0.007513960340592719', '0.0066453761368338027']","['0.0010626344620799782', '0.00093979810597808876']",0.025,7,"['01111', '10000']","['0.020707562042066779', '0.020714465561691774']","['0.00033837721471836549', '0.00039554516236386733']","['4.7853764625274532e-05', '5.5938533314604906e-05']",['0.71452320000000002'],['0.0013092729585537338'],['0.00018515915748350373'],50,15000,1000,100,50
258,"[1.0, 0.0]",100,"['0.27778799999999998', '0.0081725354694855649']","['0.0071959332959665454', '0.0081725354694855649']","['0.0010176586461088015', '0.0011557710499921655']",0.0125,7,"['01111', '10000']","['0.0066529924647975702', '0.0066900244777838951']","['0.00023755997294779311', '0.0002206845732128187']","['3.3596053561975461e-05', '3.1209511644408643e-05']",['0.55544183999999985'],['0.0015272327309221751'],['0.00021598332409702398'],50,15000,1000,100,50
259,"[0.5, 0.5]",100,"['0.95808799999999994', '0.003394821939365886']","['0.0027574364906557442', '0.003394821939365886']","['0.00038996040824678253', '0.00048010032284929684']",0.1,7,"['10000', '01111']","['0.058490183357760198', '0.05842855806695401']","['0.00054631918513532555', '0.00040325178654894412']","['7.7261200100299521e-05', '5.7028414558869719e-05']",['0.90915776000000026'],['0.00056968365116090078'],['8.0565434573396906e-05'],50,15000,1000,100,50
