,bias,cells,cellswithmotif,cellswithmotif_sd,cellswithmotif_se,elong,maxstrandlen,motif,motiffreq,motiffreq_sd,motiffreq_se,nonemptystrands,nonemptystrands_sd,nonemptystrands_se,nr_samples,rounds,sampler_start,strands,trials
0,"[0.5, 0.5]",100,"['0.78303999999999996', '0.0055196376692678243']","['0.0062646947252040473', '0.0055196376692678243']","['0.0014008283263840615', '0.0012342285039651357']",0.05,7,"['00000', '11111']","['0.026563515868995979', '0.026720859127929774']","['0.00042602582969270464', '0.00036847211422622603']","['9.5262271536363582e-05', '8.2392869522290873e-05']",['0.83330349999999986'],['0.0010062715090868679'],['0.0002250091498139534'],50,7000,1000,100,20
1,"[0.6, 0.4]",100,"['0.69462999999999997', '0.016145696020921505']","['0.019978015416952689', '0.016145696020921505']","['0.0044672200527845016', '0.0036102873846828348']",0.05,7,"['00000', '11111']","['0.033151330556673783', '0.033194263137421166']","['0.0022195408256048465', '0.002173387547884883']","['0.00049630441648884421', '0.00048598422985221773']",['0.8332792'],['0.0009955282818684822'],['0.00022260689117814975'],50,7000,1000,100,20
2,"[0.7, 0.3]",100,"['0.59461000000000008', '0.092301004869936268']","['0.085305673316608918', '0.092301004869936268']","['0.019074928440232748', '0.020639132128071662']",0.05,7,"['00000', '11111']","['0.059753199164690428', '0.056418272547945736']","['0.013836420154208122', '0.013273114868409215']","['0.0030939176030057485', '0.0029679587118926179']",['0.8333335999999999'],['0.00082135366316830665'],['0.00018366026244127988'],50,7000,1000,100,20
3,"[0.8, 0.2]",100,"['0.54421999999999993', '0.2062390678314853']","['0.20483661684376647', '0.2062390678314853']","['0.045802859954374026', '0.046116457528739122']",0.05,7,"['00000', '11111']","['0.10786570810624171', '0.093566021158762808']","['0.043617299348785853', '0.042976838311198681']","['0.0097531246338842473', '0.0096099131921857511']",['0.83347270000000007'],['0.00089810940870250957'],['0.00020082336890909526'],50,7000,1000,100,20
4,"[0.9, 0.1]",100,"['0.67671000000000014', '0.25972034498667984']","['0.25773335426366534', '0.25972034498667984']","['0.05763093002025909', '0.058075234652991282']",0.05,7,"['00000', '11111']","['0.21846523167609955', '0.10677944122347405']","['0.0863052776627459', '0.089292350976521773']","['0.019298446767089399', '0.019966376665427239']",['0.83352249999999994'],['0.00082901914935663813'],['0.00018537431726104939'],50,7000,1000,100,20
5,"[1.0, 0.0]",100,"['0.54250999999999994', '0.3316526924359276']","['0.32899100580411011', '0.3316526924359276']","['0.0735646252964018', '0.074159796520756438']",0.05,7,"['00000', '11111']","['0.25619102220790013', '0.22239374932433537']","['0.15703337288481853', '0.15791405269472841']","['0.035113729650652646', '0.035310655642789658']",['0.83280960000000004'],['0.0010179160279708609'],['0.00022761294339294222'],50,7000,1000,100,20
6,"[0.6, 0.4]",100,"['0.82796000000000003', '0.0065966355060743153']","['0.0062615014173918269', '0.0065966355060743153']","['0.0014001142810499407', '0.0014750525414370895']",0.05,7,"['11111', '00000']","['0.028911430269514288', '0.029062897288985673']","['0.00034060666127784821', '0.00042786563802803268']","['7.6161964820651396e-05', '9.567366518670001e-05']",['0.83313120000000007'],['0.0010599447910150633'],['0.00023701086051064897'],50,7000,1000,100,20
7,"[0.7, 0.3]",100,"['0.85846', '0.0051188279908588449']","['0.0048025409940988546', '0.0051188279908588449']","['0.0010738808127534454', '0.0011446047352689048']",0.05,7,"['11111', '00000']","['0.032173203290633397', '0.032173750227490958']","['0.00043543160814900626', '0.00044826116985947868']","['9.7365467537322931e-05', '0.00010023424474793741']",['0.83293539999999999'],['0.00091752190164592689'],['0.00020516413429251686'],50,7000,1000,100,20
8,"[0.8, 0.2]",100,"['0.88006999999999991', '0.0045554802161791776']","['0.0049288031001451238', '0.0045554802161791776']","['0.00110211387796362', '0.0010186363433532077']",0.05,7,"['11111', '00000']","['0.034808408279791384', '0.03481641286167856']","['0.00043322381305633829', '0.0004028772578036081']","['9.687178954656333e-05', '9.008609350375753e-05']",['0.83332380000000017'],['0.0011062522135570991'],['0.00024736551497732878'],50,7000,1000,100,20
9,"[0.9, 0.1]",100,"['0.89627000000000012', '0.0042572291458177524']","['0.0049832820510181631', '0.0042572291458177524']","['0.0011142957417131188', '0.00095194537658418587']",0.05,7,"['11111', '00000']","['0.036533329478025005', '0.036612933270406982']","['0.00041372739691955724', '0.00042091426135845711']","['9.25122583666167e-05', '9.4119290109662297e-05']",['0.83328430000000009'],['0.00096489590630288453'],['0.00021575728377045176'],50,7000,1000,100,20
10,"[1.0, 0.0]",100,"['0.9094199999999999', '0.0043890317838903613']","['0.0046134152208532142', '0.0043890317838903613']","['0.0010315910042259992', '0.00098141734241860134']",0.05,7,"['11111', '00000']","['0.037742519337525135', '0.037787546801743933']","['0.00038586453795342039', '0.00040985167159946065']","['8.6281933697039548e-05', '9.1645619838831392e-05']",['0.83366999999999991'],['0.00099527282691732146'],['0.00022254976971455132'],50,7000,1000,100,20
11,"[0.5, 0.5]",100,"['0.85012999999999983', '0.0042654894209222909']","['0.0047147746499700679', '0.0042654894209222909']","['0.0010542556615925848', '0.00095379243024884552']",0.05,7,"['00010', '11101']","['0.038149833353219552', '0.037976858459404669']","['0.00053781785042562446', '0.0004670799952957574']","['0.00012025972730645104', '0.00010444226204115955']",['0.83321389999999995'],['0.00091333202615474763'],['0.00020422724965096315'],50,7000,1000,100,20
12,"[0.6, 0.4]",100,"['0.81020999999999999', '0.009287470053787503']","['0.0078180496289036328', '0.009287470053787503']","['0.0017481690421695527', '0.0020767414379262482']",0.05,7,"['00010', '11101']","['0.04059556908247814', '0.039551057074896562']","['0.00099669246682975278', '0.0012575364381482888']","['0.00022286721084932814', '0.00028119369598825331']",['0.83369730000000009'],['0.00092018330239136421'],['0.0002057592415907335'],50,7000,1000,100,20
13,"[0.7, 0.3]",100,"['0.69741000000000009', '0.034174638257046711']","['0.040177828462971958', '0.034174638257046711']","['0.0089840355631531192', '0.0076416814249221374']",0.05,7,"['00010', '11101']","['0.045864225106528489', '0.044751929918765122']","['0.0059342934126664438', '0.005402261290233786']","['0.001326948346915138', '0.0012079823477178465']",['0.83353330000000003'],['0.0010991884779236005'],['0.00024578601567216973'],50,7000,1000,100,20
14,"[0.8, 0.2]",100,"['0.52214000000000005', '0.11007021168327061']","['0.11070969424580668', '0.11007021168327061']","['0.024755440210184103', '0.024612447562158461']",0.05,7,"['00010', '11101']","['0.044811125194977861', '0.052872263142612543']","['0.011757223149597382', '0.013438078597081914']","['0.0026289950189133924', '0.0030048457230060165']",['0.83298889999999992'],['0.00075119996671989633'],['0.00016797341902812678'],50,7000,1000,100,20
15,"[0.9, 0.1]",100,"['0.51803999999999983', '0.1832004309492748']","['0.18412810323250495', '0.1832004309492748']","['0.041172295539597982', '0.040964861710983472']",0.05,7,"['00010', '11101']","['0.040729215222032655', '0.037338836349428688']","['0.016677774122160392', '0.016266734038424314']","['0.0037292636650537517', '0.0036373523081826438']",['0.83312259999999994'],['0.00075363176684636532'],['0.0001685171860671745'],50,7000,1000,100,20
16,"[1.0, 0.0]",100,"['0.41252000000000005', '0.055599446040405828']","['0.065494225699675238', '0.055599446040405828']","['0.014644954079818756', '0.012432414085767894']",0.05,7,"['00010', '11101']","['0.0093124310491074606', '0.0098316844311660614']","['0.0015289404588059582', '0.0013223845144083311']","['0.0003418814799439839', '0.00029569416666100779']",['0.83346049999999994'],['0.00091845715741128791'],['0.00020537326383928645'],50,7000,1000,100,20
17,"[0.5, 0.5]",100,"['0.8542700000000002', '0.0061652169467099919']","['0.005295384782997372', '0.0061652169467099919']","['0.0011840840341800095', '0.001378584418887724']",0.05,7,"['00011', '11100']","['0.038153589465268908', '0.037952345891485509']","['0.00068710431990004245', '0.00049769138626010222']","['0.00015364119669302562', '0.00011128717714936933']",['0.8334064000000001'],['0.00089307863035681552'],['0.00019969845267302466'],50,7000,1000,100,20
18,"[0.6, 0.4]",100,"['0.84681000000000017', '0.0075397877954223565']","['0.0067062582711971738', '0.0075397877954223565']","['0.0014995649369067099', '0.0016859478046487666']",0.05,7,"['00011', '11100']","['0.037034600395558621', '0.036993522382078162']","['0.00075115748880579404', '0.00059462727315147401']","['0.00016796392067777927', '0.00013296270040420315']",['0.83331690000000003'],['0.00087339120100900756'],['0.00019529620964063238'],50,7000,1000,100,20
19,"[0.7, 0.3]",100,"['0.81234000000000006', '0.012649407100730087']","['0.012297007766119366', '0.012649407100730087']","['0.0027496945284885737', '0.0028284934152301004']",0.05,7,"['00011', '11100']","['0.032476044023593678', '0.03264610542732195']","['0.00080306510076232898', '0.0011679425116202457']","['0.00017957081556622858', '0.00026115988497947074']",['0.83312180000000002'],['0.00094824488398300799'],['0.00021203400199024073'],50,7000,1000,100,20
20,"[0.8, 0.2]",100,"['0.74502000000000002', '0.017567071469086731']","['0.015581899755806421', '0.017567071469086731']","['0.0034842187072570527', '0.0039281165970475023']",0.05,7,"['00011', '11100']","['0.025721537585108457', '0.025752892845518332']","['0.00075282952473154662', '0.00076810550509678183']","['0.00016833779927685972', '0.00017175361232882154']",['0.83324370000000003'],['0.00079662846421654006'],['0.00017813153987994424'],50,7000,1000,100,20
21,"[0.9, 0.1]",100,"['0.66626999999999981', '0.020785367449241768']","['0.02712734966781679', '0.020785367449241768']","['0.0060658597906644678', '0.0046477494553816001']",0.05,7,"['00011', '11100']","['0.019248237613798531', '0.019400087873206132']","['0.00077188025075358344', '0.00057182341538650737']","['0.00017259767111745957', '0.00012786360279303297']",['0.83300699999999994'],['0.0009495246179009821'],['0.00021232015919361096'],50,7000,1000,100,20
22,"[1.0, 0.0]",100,"['0.64610000000000001', '0.019339314879281529']","['0.019480400406562456', '0.019339314879281529']","['0.004355949953798819', '0.0043244022708346635']",0.05,7,"['00011', '11100']","['0.016359765568783706', '0.016443219617371645']","['0.00048064081323673203', '0.00049344098382933749']","['0.00010747455311581135', '0.00011033675827267731']",['0.83337150000000015'],['0.0010940138710272501'],['0.0002446289383944619'],50,7000,1000,100,20
23,"[0.5, 0.5]",100,"['0.85124000000000011', '0.0070003642762359215']","['0.005153096156680941', '0.0070003642762359215']","['0.001152267330093149', '0.0015653290388924635']",0.05,7,"['00100', '11011']","['0.038113438035414574', '0.038085144538984955']","['0.00051673634626110459', '0.00051258769219834866']","['0.00011554575966846991', '0.00011461809241852462']",['0.83311900000000016'],['0.00087854231542939187'],['0.00019644803384101826'],50,7000,1000,100,20
24,"[0.6, 0.4]",100,"['0.80144000000000004', '0.0093544588298842685']","['0.010638345736062534', '0.0093544588298842685']","['0.0023788064233980859', '0.0020917205836344364']",0.05,7,"['00100', '11011']","['0.039714403769462364', '0.039943403283594983']","['0.001296344235387037', '0.0013376150050147984']","['0.0002898713832565403', '0.00029909980789368109']",['0.83319030000000005'],['0.00091797718381234441'],['0.00020526593847982217'],50,7000,1000,100,20
25,"[0.7, 0.3]",100,"['0.68777000000000021', '0.030241724487866103']","['0.035812918060387042', '0.030241724487866103']","['0.0080080119255655346', '0.0067622551711688621']",0.05,7,"['00100', '11011']","['0.046078239793168198', '0.045377798030211532']","['0.005093972805991458', '0.004876139696051972']","['0.0011390469469732248', '0.0010903379828157372']",['0.83342140000000009'],['0.0005935217266452911'],['0.00013271549269019191'],50,7000,1000,100,20
26,"[0.8, 0.2]",100,"['0.53837000000000002', '0.065467973849814523']","['0.067164820404732706', '0.065467973849814523']","['0.015018510412154726', '0.014639083987736388']",0.05,7,"['00100', '11011']","['0.047081500626485688', '0.051387280275620298']","['0.0076342820204130628', '0.0086286584284456704']","['0.0017070773557048046', '0.0019294266800631023']",['0.83342850000000013'],['0.0010975497938590193'],['0.00024541959477596484'],50,7000,1000,100,20
27,"[0.9, 0.1]",100,"['0.45997000000000005', '0.096485669402248536']","['0.099713154097140072', '0.096485669402248536']","['0.022296539081211687', '0.021574851563799922']",0.05,7,"['00100', '11011']","['0.037734737970515721', '0.041318507432286891']","['0.0093052259486816457', '0.0092431286328221139']","['0.002080711776724713', '0.002066826394776494']",['0.83327649999999998'],['0.0012547098270118079'],['0.00028056164652354041'],50,7000,1000,100,20
28,"[1.0, 0.0]",100,"['0.39433000000000001', '0.025812591888456311']","['0.02603607305259379', '0.025812591888456311']","['0.005821842921275017', '0.005771871013804798']",0.05,7,"['00100', '11011']","['0.012189813778062757', '0.012547316634654382']","['0.00080162314363986422', '0.0010210658556869985']","['0.00017924838415158144', '0.00022831726628201186']",['0.83285010000000015'],['0.00097832519644544058'],['0.00021876016433528407'],50,7000,1000,100,20
29,"[0.5, 0.5]",100,"['0.85397999999999996', '0.0063294470532582721']","['0.0066926526878361148', '0.0063294470532582721']","['0.0014965226359798232', '0.0014153073871071228']",0.05,7,"['00101', '11010']","['0.037949438011491962', '0.037980511003081793']","['0.00054637093520814618', '0.0005000977376221357']","['0.0001221722552055548', '0.00011182525367169494']",['0.83349020000000018'],['0.0010110386540582957'],['0.00022607511583542427'],50,7000,1000,100,20
30,"[0.6, 0.4]",100,"['0.83955999999999986', '0.0065017766802621061']","['0.0074271394224155749', '0.0065017766802621061']","['0.001660758862688975', '0.0014538414631588984']",0.05,7,"['00101', '11010']","['0.036125267538108727', '0.036463260103963481']","['0.00053413332167589545', '0.0007103308915915249']","['0.0001194358416315064', '0.00015883481601166834']",['0.83324929999999997'],['0.00090763522959389907'],['0.0002029534072145587'],50,7000,1000,100,20
31,"[0.7, 0.3]",100,"['0.79218', '0.01099550362648298']","['0.0074291049258978902', '0.01099550362648298']","['0.001661198362628622', '0.00245866935556614']",0.05,7,"['00101', '11010']","['0.030230528916364241', '0.03093957764541715']","['0.0006799861143578751', '0.00052723129965311295']","['0.00015204951754601545', '0.00011789250258899218']",['0.83314890000000008'],['0.00070071148841731811'],['0.00015668385207161798'],50,7000,1000,100,20
32,"[0.8, 0.2]",100,"['0.70163999999999993', '0.014399204839156932']","['0.017147081384305603', '0.014399204839156932']","['0.0038342039591028523', '0.0032197600842298825']",0.05,7,"['00101', '11010']","['0.02216045403545374', '0.022678029876376425']","['0.00084310123579500046', '0.00075372885473068711']","['0.00018852316751516999', '0.00016853889557808801']",['0.83356730000000001'],['0.00093169528817100048'],['0.00020833339986666127'],50,7000,1000,100,20
33,"[0.9, 0.1]",100,"['0.59872999999999998', '0.017288967580512148']","['0.016493183440439881', '0.017288967580512148']","['0.0036879879338197427', '0.0038659306770815229']",0.05,7,"['00101', '11010']","['0.014483695775175961', '0.014539732683609002']","['0.00050580759320516234', '0.00055384687498586033']","['0.00011310201619423037', '0.00012384392615942115']",['0.83316839999999992'],['0.00078670772209255544'],['0.00017591319450229671'],50,7000,1000,100,20
34,"[1.0, 0.0]",100,"['0.51827000000000001', '0.016768828223820548']","['0.011684909071105384', '0.016768828223820548']","['0.0026128250993895561', '0.0037496239811479802']",0.05,7,"['00101', '11010']","['0.0096869628188484373', '0.0096919381478267029']","['0.00019371814072673742', '0.00028629246719077928']","['4.3316693113985534e-05', '6.4016941808471073e-05']",['0.83300739999999984'],['0.00090626775292957415'],['0.00020264763013665119'],50,7000,1000,100,20
35,"[0.6, 0.4]",100,"['0.86469000000000007', '0.0058516578847365623']","['0.0061820627625413229', '0.0058516578847365623']","['0.0013823512578212537', '0.0013084704811343582']",0.05,7,"['00111', '11000']","['0.037615088244929602', '0.037724111525475043']","['0.00035184609230381987', '0.00044754252591487306']","['7.8675178000900682e-05', '0.00010007355107676174']",['0.83336579999999993'],['0.00091427346018571175'],['0.00020443776069991988'],50,7000,1000,100,20
36,"[0.7, 0.3]",100,"['0.87238000000000004', '0.0050066355968853872']","['0.0053433697233113376', '0.0050066355968853872']","['0.0011948137930238394', '0.001119517753320596']",0.05,7,"['00111', '11000']","['0.037036476638866153', '0.03712421103307257']","['0.00058702415620062742', '0.00034035698869789324']","['0.00013126259176990575', '7.6106136334561688e-05']",['0.83315689999999998'],['0.001031266885922375'],['0.00023059828598669514'],50,7000,1000,100,20
37,"[0.8, 0.2]",100,"['0.86869000000000018', '0.0056235575928410388']","['0.0032381939410727001', '0.0056235575928410388']","['0.00072408217765665059', '0.0012574657052977648']",0.05,7,"['00111', '11000']","['0.036290009534668925', '0.036243891802083143']","['0.00048347290176465701', '0.00032608790916035786']","['0.00010810782736248511', '7.2915473152333654e-05']",['0.83303360000000004'],['0.00078766150089997888'],['0.00017612646592718645'],50,7000,1000,100,20
38,"[0.9, 0.1]",100,"['0.85284000000000015', '0.007370610558155976']","['0.0050725141695218924', '0.007370610558155976']","['0.0011342486499881842', '0.0016481186243714429']",0.05,7,"['00111', '11000']","['0.035013655233347624', '0.035020681293004764']","['0.00047653477131490271', '0.00049215463287092642']","['0.00010655641423024392', '0.0001100491214540844']",['0.83347970000000005'],['0.0009102703499510341'],['0.00020354263803930346'],50,7000,1000,100,20
39,"[1.0, 0.0]",100,"['0.84040000000000004', '0.0070112481057226783']","['0.0078184397420457217', '0.0070112481057226783']","['0.0017482562741200154', '0.001567762737151254']",0.05,7,"['00111', '11000']","['0.035116482551043618', '0.034999346659287729']","['0.0006312347614945773', '0.00056218700948127982']","['0.00014114838364627416', '0.00012570883692674604']",['0.83359729999999987'],['0.00085938658937636636'],['0.00019216468327972537'],50,7000,1000,100,20
40,"[0.5, 0.5]",100,"['0.85406999999999988', '0.0063747235234165017']","['0.0064265931876850667', '0.0063747235234165017']","['0.0014370299231400872', '0.001425431513612627']",0.05,7,"['01000', '10111']","['0.038115689440838832', '0.038027718930765987']","['0.00040370756354374726', '0.00036773542343512702']","['9.0271755511463466e-05', '8.2228140453561324e-05']",['0.83313440000000016'],['0.00092328318516046259'],['0.00020645239645013193'],50,7000,1000,100,20
41,"[0.6, 0.4]",100,"['0.79866999999999988', '0.0085690372854831127']","['0.009924368997573596', '0.0085690372854831127']","['0.0022191563712366004', '0.001916094987207051']",0.05,7,"['01000', '10111']","['0.040539512090957706', '0.039989993800226019']","['0.0015374277936618073', '0.0014610771486279718']","['0.00034377930571253212', '0.00032670678247037084']",['0.83330660000000001'],['0.0010379233305018163'],['0.00023208671224350419'],50,7000,1000,100,20
42,"[0.7, 0.3]",100,"['0.65865999999999991', '0.041837609874370178']","['0.041464206250692894', '0.041837609874370178']","['0.0092716783809620989', '0.0093551739695208157']",0.05,7,"['01000', '10111']","['0.043497768850269194', '0.049288712059447501']","['0.0063837089442459402', '0.0063525630765297637']","['0.0014274407147907336', '0.0014204762870475749']",['0.83328140000000006'],['0.0010386266124069808'],['0.00023224397085823355'],50,7000,1000,100,20
43,"[0.8, 0.2]",100,"['0.57277999999999984', '0.08607458335652865']","['0.08115067220916905', '0.08607458335652865']","['0.018145841947950502', '0.019246861952017007']",0.05,7,"['01000', '10111']","['0.052293739849061958', '0.04803790741660021']","['0.0091908379256148438', '0.009933383419174548']","['0.0020551338371857944', '0.0022211720571843575']",['0.83307809999999982'],['0.00099502029627539083'],['0.00022249330214637545'],50,7000,1000,100,20
44,"[0.9, 0.1]",100,"['0.50387999999999999', '0.075117065970390501']","['0.084997256426310619', '0.075117065970390501']","['0.01900596432702114', '0.016796686578012934']",0.05,7,"['01000', '10111']","['0.043481153211593786', '0.039147996201739088']","['0.0068316176129055101', '0.0071639292637676365']","['0.0015275961378741565', '0.0016019032819784456']",['0.83356560000000002'],['0.00073559951060343971'],['0.00016448505099248684'],50,7000,1000,100,20
45,"[1.0, 0.0]",100,"['0.40849000000000002', '0.019598762716049184']","['0.020342219642900325', '0.019598762716049184']","['0.0045486585934756624', '0.0043824165707974381']",0.05,7,"['01000', '10111']","['0.019779375085741357', '0.019652299444526632']","['0.0012509637999697301', '0.0011604113398305494']","['0.00027972400941237655', '0.00025947586377227176']",['0.83342650000000007'],['0.00093315912362253054'],['0.00020866072342441079'],50,7000,1000,100,20
46,"[0.5, 0.5]",100,"['0.85218000000000005', '0.005986409608438114']","['0.0053691340083853656', '0.005986409608438114']","['0.0012005748623055603', '0.0013386018825625521']",0.05,7,"['01001', '10110']","['0.038456210354262721', '0.038089851121020875']","['0.00050793934347650874', '0.00062184537418697448']","['0.00011357869004600878', '0.0001390488528175868']",['0.83371039999999996'],['0.00083656335085872361'],['0.00018706125200051131'],50,7000,1000,100,20
47,"[0.6, 0.4]",100,"['0.83344000000000007', '0.0048725352743720796']","['0.0071331900297132078', '0.0048725352743720796']","['0.0015950297802862477', '0.0010895320096261558']",0.05,7,"['01001', '10110']","['0.036020427543713991', '0.036221370787826522']","['0.00064226878020077615', '0.00054830906155849037']","['0.00014361566523548065', '0.00012260563343239011']",['0.83309230000000023'],['0.00094253706027933157'],['0.00021075769380974021'],50,7000,1000,100,20
48,"[0.7, 0.3]",100,"['0.77973000000000015', '0.0092507026760133282']","['0.008762710767793282', '0.0092507026760133282']","['0.0019594016943955154', '0.0020685200023205013']",0.05,7,"['01001', '10110']","['0.029652729652543629', '0.030091672289459664']","['0.00074057149546366162', '0.00071951875014096924']","['0.00016559682060554245', '0.00016088928364008936']",['0.83307240000000005'],['0.00093550384285690338'],['0.00020918501858403169'],50,7000,1000,100,20
49,"[0.8, 0.2]",100,"['0.68104000000000009', '0.010210871657209276']","['0.012842211647531732', '0.010210871657209276']","['0.0028716058225320522', '0.0022832203135045872']",0.05,7,"['01001', '10110']","['0.021081092890496835', '0.0212302468964078']","['0.00056685506374388941', '0.00053585196090490713']","['0.00012675264559213132', '0.00011982014104599321']",['0.83357389999999987'],['0.0010246079201333815'],['0.00022910929597029161'],50,7000,1000,100,20
50,"[0.9, 0.1]",100,"['0.56496999999999997', '0.016158725197242502']","['0.017386808217726472', '0.016158725197242502']","['0.0038878085086588355', '0.0036132007970772931']",0.05,7,"['01001', '10110']","['0.013340635207822332', '0.013387783913424994']","['0.00040347372883406738', '0.00035248789253128067']","['9.021946848082916e-05', '7.8818688894558399e-05']",['0.83343900000000004'],['0.00088398857458677664'],['0.00019766585441091756'],50,7000,1000,100,20
51,"[1.0, 0.0]",100,"['0.50968000000000002', '0.011575042116554054']","['0.011897798115617865', '0.011575042116554054']","['0.0026604285369090448', '0.0025882581015037906']",0.05,7,"['01001', '10110']","['0.0095805678729234955', '0.0094760940323869482']","['0.00024904226511970141', '0.00023760749930628371']","['5.568754340781771e-05', '5.3130652041258451e-05']",['0.83322970000000007'],['0.0008314926999078131'],['0.00018592741997887032'],50,7000,1000,100,20
52,"[0.5, 0.5]",100,"['0.84279000000000015', '0.0062129783518051866']","['0.0061674873327798516', '0.0062129783518051866']","['0.0013790920926464614', '0.0013892641937371']",0.05,7,"['01010', '10101']","['0.035411900142034068', '0.035428940995306371']","['0.00039867168508318128', '0.00056325287879879185']","['8.9145698855038226e-05', '0.00012594717255165485']",['0.83330970000000004'],['0.00094105159794773163'],['0.00021042553433459293'],50,7000,1000,100,20
53,"[0.6, 0.4]",100,"['0.81774999999999998', '0.0078852457158924121']","['0.0038553209983087111', '0.0078852457158924121']","['0.00086207598273006292', '0.0017631945440024427']",0.05,7,"['01010', '10101']","['0.032889422752838342', '0.032961262135592764']","['0.00059217996874558567', '0.00051543935437990793']","['0.00013241546650288305', '0.00011525574346720781']",['0.83349209999999996'],['0.0010851973967900541'],['0.00024265751482283729'],50,7000,1000,100,20
54,"[0.7, 0.3]",100,"['0.75527', '0.0083143009327303341']","['0.0064523716569956091', '0.0083143009327303341']","['0.0014427941641135139', '0.0018591342070974932']",0.05,7,"['01010', '10101']","['0.026980368432341435', '0.027043773350769119']","['0.00053438101096247909', '0.00065644989550302517']","['0.00011949122663971635', '0.00014678665901673977']",['0.83327740000000006'],['0.00095937961204104155'],['0.00021452380287511445'],50,7000,1000,100,20
55,"[0.8, 0.2]",100,"['0.64480000000000004', '0.010703345271456029']","['0.010366484457133935', '0.010703345271456029']","['0.0023180163933846482', '0.002393340761362662']",0.05,7,"['01010', '10101']","['0.018804550573647563', '0.018789860284478883']","['0.00057484319135929637', '0.00058761627553628954']","['0.00012853884522823062', '0.00013139499367843899']",['0.83347979999999988'],['0.00082337085204664269'],['0.00018411131958682148'],50,7000,1000,100,20
56,"[0.9, 0.1]",100,"['0.48418', '0.014471471936192252']","['0.015971712494281892', '0.014471471936192252']","['0.003571383485429703', '0.0032359194983806374']",0.05,7,"['01010', '10101']","['0.010734226505146076', '0.01092096973698916']","['0.00039869531754403617', '0.00042786598951177003']","['8.9150983233932937e-05', '9.5673743780852978e-05']",['0.83303430000000012'],['0.00090278907281824805'],['0.00020186977361656103'],50,7000,1000,100,20
57,"[1.0, 0.0]",100,"['0.35008', '0.011972514355806796']","['0.013307501643809788', '0.011972514355806796']","['0.0029756478286248876', '0.0026771355961176099']",0.05,7,"['01010', '10101']","['0.0056716597604834443', '0.0057193363678168354']","['0.00021232755884305452', '0.00021349148031661711']","['4.7477885506965645e-05', '4.7738146260501414e-05']",['0.83357460000000005'],['0.00081189927946762074'],['0.00018154619797726993'],50,7000,1000,100,20
58,"[0.6, 0.4]",100,"['0.85899000000000003', '0.0055738317161536099']","['0.0052491808884815461', '0.0055738317161536099']","['0.001173752529283748', '0.0012463466612463784']",0.05,7,"['01011', '10100']","['0.036833758156116087', '0.036785854081303256']","['0.00041833611939719981', '0.00034988779675867944']","['9.3542800041560703e-05', '7.8237289805003783e-05']",['0.83320179999999999'],['0.00093721116083834088'],['0.0002095667864906019'],50,7000,1000,100,20
59,"[0.7, 0.3]",100,"['0.85099999999999998', '0.0072317632704617793']","['0.0056938563381946925', '0.0072317632704617793']","['0.0012731849826321364', '0.0016170714269938735']",0.05,7,"['01011', '10100']","['0.033565597631290661', '0.033500654310514216']","['0.0003359695142410647', '0.00035598896258836151']","['7.5125067221060434e-05', '7.9601551958720577e-05']",['0.83309820000000001'],['0.00091944894366135122'],['0.00020559503398671555'],50,7000,1000,100,20
60,"[0.8, 0.2]",100,"['0.82912999999999992', '0.0066927647500865236']","['0.0053326447472150113', '0.0066927647500865236']","['0.0011924156154629946', '0.0014965476938607859']",0.05,7,"['01011', '10100']","['0.029334288481212382', '0.029321804568657073']","['0.00039454062408215225', '0.00040151518303743132']","['8.8221965533288299e-05', '8.9781524326996683e-05']",['0.83325080000000007'],['0.00062930641185353462'],['0.00014071719155809827'],50,7000,1000,100,20
61,"[0.9, 0.1]",100,"['0.77416999999999991', '0.0077548436476824042']","['0.0088808276641313029', '0.0077548436476824042']","['0.0019858134353458261', '0.0017340357551100284']",0.05,7,"['01011', '10100']","['0.02409304917479518', '0.023842220313185399']","['0.00041483839891352369', '0.00053169693663315592']","['9.2760685964781383e-05', '0.00011889104937401347']",['0.83316619999999997'],['0.0013089212199364475'],['0.00029268368249698494'],50,7000,1000,100,20
62,"[1.0, 0.0]",100,"['0.68626000000000009', '0.007770328178397636']","['0.011439248227047085', '0.007770328178397636']","['0.0025578936647171228', '0.0017374982014379226']",0.05,7,"['01011', '10100']","['0.019549610415190686', '0.0194624229369754']","['0.00039689562021872054', '0.00041550870491925641']","['8.8748558678099901e-05', '9.2910570944235849e-05']",['0.83351090000000005'],['0.0010351899294332107'],['0.00023147550518358694'],50,7000,1000,100,20
63,"[0.5, 0.5]",100,"['0.85302999999999984', '0.0071833905643504965']","['0.0062450860682619633', '0.0071833905643504965']","['0.0013964436973970642', '0.0016062549610818286']",0.05,7,"['01100', '10011']","['0.038139041986323598', '0.038151817528099687']","['0.00046927413888161052', '0.00049966178953304505']","['0.00010493288746219582', '0.00011172777271550815']",['0.8332419000000002'],['0.00079291852671001402'],['0.00017730197263425738'],50,7000,1000,100,20
64,"[0.6, 0.4]",100,"['0.82437000000000005', '0.0063181959450463385']","['0.0050948110858009162', '0.0063181959450463385']","['0.0011392343920370361', '0.0014127915628287138']",0.05,7,"['01100', '10011']","['0.035821393961927919', '0.035826226041990331']","['0.00062406031152719647', '0.00081017036991695062']","['0.00013954412786345069', '0.00018115960204904521']",['0.83314259999999984'],['0.0011750996723682663'],['0.00026276027477531747'],50,7000,1000,100,20
